geoid,YYYYMM,Sex,Age_Group,total_drug_OD_n,total_opioid_OD_n,total_heroin_OD_n,total_Fentanyl_OD_n,total_stimulant_OD_n,total_Cocaine_OD_n,total_Methamphetamine_OD_n,total_Benzo_OD_n,total_ED_visits
US,202407,Female,0 to 10,1759,40,0,11,30,6,0,21,452040
US,202502,Male,55 to 64,3450,1444,185,137,214,142,57,43,593735
US,202406,Female,0 to 10,1616,46,0,15,43,5,2,16,458073
US,202501,Total,55 to 64,6403,2395,227,202,325,213,82,167,1326862
US,202406,Total,11 to 14,1435,26,0,8,21,0,4,8,236168
US,202501,Male,Total,29422,8831,751,1488,1740,890,558,523,5047288
US,202408,Male,Missing,522,180,8,15,15,7,5,2,30968
US,202402,Missing,65+,22,5,1,0,1,0,0,0,3601
US,202410,Female,0 to 10,1789,31,0,11,31,6,1,8,560583
US,202412,Male,55 to 64,3763,1501,202,129,234,164,47,76,637792
US,202411,Male,15 to 24,3925,614,35,125,193,70,51,79,471905
US,202410,Missing,11 to 14,1,0,0,0,0,0,0,0,408
US,202412,Total,25 to 34,10101,2997,247,687,655,292,243,188,1531714
US,202410,Female,35 to 44,4298,1321,142,216,221,100,79,126,778334
US,202411,Total,65+,7185,2189,129,102,159,119,25,192,2509929
US,202408,Missing,11 to 14,2,0,0,0,0,0,0,0,318
US,202403,Total,0 to 10,3580,96,1,25,75,9,8,35,1322267
US,202408,Total,15 to 24,9173,1118,46,263,353,149,87,174,1253560
US,202502,Missing,35 to 44,29,9,0,2,1,1,0,1,2759
US,202405,Missing,25 to 34,21,4,0,2,3,1,1,0,2305
US,202410,Male,0 to 10,1975,51,0,13,57,2,5,12,676000
US,202502,Male,0 to 10,1711,39,0,12,34,8,2,21,666502
US,202401,Male,0 to 10,1891,47,0,11,58,5,12,9,654084
US,202404,Missing,0 to 10,6,1,0,1,0,0,0,1,5434
US,202402,Missing,0 to 10,4,0,0,0,0,0,0,0,1425
US,202405,Female,Total,28192,6238,482,853,1071,482,293,638,5716809
US,202412,Male,Missing,409,171,4,11,13,8,3,4,22282
US,202501,Male,25 to 34,5874,1915,150,460,428,200,154,101,587480
US,202501,Male,0 to 10,1912,42,1,12,44,6,3,20,718220
US,202407,Male,Missing,533,206,9,21,6,4,0,3,28901
US,202408,Missing,45 to 54,9,2,0,1,0,0,0,0,1375
US,202404,Male,Total,35082,11398,1170,1858,2256,1103,749,532,4703860
US,202409,Male,45 to 54,4521,1631,181,216,344,162,146,69,548447
US,202407,Missing,Missing,60,19,0,2,4,4,0,0,2308
US,202502,Total,35 to 44,9572,3308,286,595,607,287,231,207,1283463
US,202401,Male,Total,33374,11071,1117,1739,1964,942,661,568,4829873
US,202404,Female,15 to 24,5344,427,21,111,132,42,28,63,736186
US,202406,Male,11 to 14,356,7,0,2,7,0,1,5,121237
US,202406,Male,35 to 44,7413,2829,289,517,563,230,249,109,585777
US,202405,Total,11 to 14,1928,38,1,15,50,1,4,13,308657
US,202409,Male,25 to 34,6618,2191,188,491,501,217,201,114,585225
US,202502,Missing,25 to 34,29,6,2,0,2,0,0,0,3293
US,202401,Missing,35 to 44,13,8,0,2,0,0,0,0,1649
US,202410,Female,15 to 24,5341,361,16,91,136,42,30,81,786475
US,202411,Male,Total,30805,9484,878,1496,1907,932,632,511,4690509
US,202501,Total,25 to 34,9665,2882,227,688,600,273,215,191,1530512
US,202501,Missing,Missing,43,15,0,4,1,1,0,1,2008
US,202403,Male,0 to 10,1885,54,1,13,54,7,5,13,708461
US,202405,Male,0 to 10,1899,64,1,16,48,3,2,16,653248
US,202401,Missing,11 to 14,1,0,0,0,0,0,0,0,359
US,202404,Female,25 to 34,4641,1271,126,271,244,108,79,102,866578
US,202408,Missing,65+,23,2,0,0,2,2,0,0,4573
US,202409,Male,65+,3638,1230,133,64,112,84,18,73,1152564
US,202409,Total,25 to 34,11028,3312,287,744,754,329,279,214,1486387
US,202407,Total,15 to 24,9017,1116,55,242,371,152,102,145,1229968
US,202411,Missing,35 to 44,21,9,0,1,3,0,0,0,1600
US,202406,Male,45 to 54,4722,1810,242,264,349,195,124,79,530584
US,202404,Missing,Total,213,49,2,15,6,3,2,1,41142
US,202404,Male,45 to 54,4849,1878,220,265,342,186,123,56,526795
US,202412,Female,65+,3846,1032,25,41,38,22,6,138,1546492
US,202410,Male,55 to 64,4147,1662,231,145,262,160,72,70,622610
US,202406,Total,55 to 64,7419,2790,369,223,415,276,99,146,1230136
US,202405,Total,35 to 44,12345,4287,413,763,842,403,316,226,1338842
US,202401,Male,Missing,327,130,3,15,6,3,2,4,20456
US,202409,Male,15 to 24,4213,649,23,155,221,87,39,98,512723
US,202408,Female,25 to 34,4647,1159,131,208,246,119,67,102,921664
US,202404,Missing,65+,29,5,0,1,0,0,0,0,9437
US,202403,Missing,35 to 44,25,13,1,1,1,1,0,0,1565
US,202403,Female,35 to 44,4492,1388,147,240,261,121,87,128,759730
US,202501,Male,55 to 64,3544,1421,166,141,230,157,54,71,651934
US,202403,Male,15 to 24,4530,936,55,228,238,99,54,99,471426
US,202409,Missing,55 to 64,9,5,0,0,0,0,0,0,1507
US,202410,Female,Missing,287,70,0,7,4,4,0,4,32781
US,202502,Female,35 to 44,3813,1175,117,178,177,92,58,102,725703
US,202401,Missing,Total,199,53,5,9,4,3,0,1,16649
US,202402,Female,45 to 54,3148,899,84,106,159,77,58,111,608641
US,202403,Total,55 to 64,7530,2897,318,259,405,262,110,201,1260418
US,202408,Male,65+,3899,1344,177,84,92,75,15,94,1194565
US,202402,Total,45 to 54,7599,2582,301,348,504,269,166,175,1120700
US,202402,Total,Total,58872,16392,1552,2487,3022,1458,964,1123,10247209
US,202408,Male,11 to 14,429,19,0,1,11,0,0,5,146431
US,202501,Female,15 to 24,4551,303,14,86,122,45,21,57,786959
US,202409,Missing,35 to 44,28,9,2,1,0,0,0,0,1634
US,202406,Total,25 to 34,11832,3850,349,897,837,355,326,176,1418827
US,202402,Total,Missing,560,179,6,24,7,7,0,7,43460
US,202403,Male,11 to 14,459,12,0,3,15,2,0,7,155960
US,202404,Total,35 to 44,11755,4059,398,753,868,385,339,211,1330760
US,202409,Missing,25 to 34,22,7,1,0,0,0,0,0,1789
US,202412,Male,15 to 24,3761,662,27,169,184,67,39,76,490733
US,202406,Missing,25 to 34,17,9,2,3,3,2,1,0,1832
US,202402,Missing,45 to 54,12,5,0,1,0,0,0,0,1253
US,202410,Total,25 to 34,10930,3253,314,701,727,312,288,244,1481481
US,202407,Total,45 to 54,8494,2820,343,350,575,295,203,166,1251698
US,202411,Total,Missing,756,276,16,17,17,13,3,9,49447
US,202405,Male,35 to 44,7600,2862,278,531,587,278,239,109,589963
US,202401,Male,55 to 64,4094,1688,195,161,233,166,47,66,635518
US,202405,Total,Missing,805,281,12,34,24,16,6,6,46410
US,202405,Total,55 to 64,7641,2828,370,251,411,258,120,168,1249653
US,202405,Male,Total,35414,11566,1274,1867,2230,1109,747,553,4732862
US,202410,Missing,Missing,75,29,2,5,1,1,0,1,2344
US,202406,Male,0 to 10,1929,60,0,22,57,8,7,21,541610
US,202410,Female,Total,27618,5744,481,752,915,418,264,713,5969311
US,202502,Total,Missing,1488,389,30,36,50,37,8,28,194170
US,202412,Male,0 to 10,1893,45,0,10,43,5,2,18,808657
US,202403,Female,15 to 24,5262,461,27,122,155,58,32,69,737311
US,202501,Female,45 to 54,2966,830,82,103,129,68,42,89,663594
US,202501,Missing,45 to 54,16,6,1,3,1,1,0,3,2037
US,202406,Total,Missing,786,280,8,18,19,14,2,6,45611
US,202404,Female,45 to 54,3300,902,74,110,134,68,46,115,624337
US,202410,Missing,15 to 24,16,1,0,1,1,1,0,0,1940
US,202408,Male,Total,35461,11067,1239,1679,2290,1123,793,616,4917679
US,202401,Missing,0 to 10,5,0,0,0,1,0,0,0,1524
US,202501,Male,11 to 14,403,14,0,0,15,0,1,5,150795
US,202405,Missing,45 to 54,23,14,3,2,2,1,0,1,1785
US,202502,Female,25 to 34,3598,974,77,228,186,85,70,78,829373
US,202403,Missing,Missing,65,22,0,7,3,2,1,0,2325
US,202402,Female,35 to 44,4219,1297,128,208,245,123,77,124,729583
US,202410,Male,Total,32552,10009,1055,1522,2022,901,731,566,4924754
US,202409,Total,45 to 54,7835,2532,258,310,484,232,198,190,1193569
US,202402,Male,65+,3363,1177,109,67,92,66,20,65,1070303
US,202402,Missing,Total,185,58,3,5,5,3,0,3,15581
US,202404,Total,0 to 10,3710,110,2,27,79,8,11,33,1234720
US,202408,Male,25 to 34,7374,2466,237,499,640,300,239,123,612692
US,202402,Total,55 to 64,6766,2528,256,214,350,230,91,180,1200397
US,202403,Missing,55 to 64,12,5,0,1,3,1,1,0,1423
US,202410,Missing,55 to 64,11,5,0,1,0,0,0,0,1549
US,202408,Male,45 to 54,4976,1791,227,223,389,205,143,64,575057
US,202405,Female,45 to 54,3488,1017,91,119,178,97,53,92,622616
US,202406,Missing,Missing,65,20,0,0,3,2,1,1,2147
US,202401,Missing,55 to 64,9,4,0,1,1,1,0,0,1457
US,202402,Total,35 to 44,11035,3926,428,692,795,377,304,231,1291163
US,202401,Female,45 to 54,3358,972,60,119,168,80,58,121,646803
US,202502,Female,65+,3582,1027,21,33,37,22,6,132,1394250
US,202502,Missing,Total,210,55,5,13,7,4,1,6,25668
US,202403,Male,35 to 44,7424,2856,293,547,610,280,243,130,590466
US,202402,Female,55 to 64,2880,953,58,66,102,68,22,112,614025
US,202410,Total,0 to 10,3770,83,0,24,89,9,6,20,1237838
US,202410,Missing,25 to 34,21,10,1,2,2,1,2,1,1949
US,202502,Missing,15 to 24,26,1,0,0,0,0,0,1,2827
US,202412,Male,45 to 54,4167,1535,161,230,293,149,108,65,551639
US,202410,Female,11 to 14,1421,13,0,1,24,2,1,13,165285
US,202403,Female,11 to 14,1388,12,0,2,18,2,0,7,157744
US,202402,Male,35 to 44,6790,2620,299,484,549,253,227,107,560009
US,202410,Total,55 to 64,7192,2687,311,219,365,233,94,190,1271321
US,202402,Missing,55 to 64,11,6,0,0,0,0,0,1,1409
US,202412,Male,Total,30345,9319,891,1471,1871,912,600,519,5098347
US,202405,Male,25 to 34,7511,2733,244,594,587,247,225,97,574947
US,202409,Missing,11 to 14,1,0,0,0,0,0,0,0,377
US,202404,Female,55 to 64,3030,1013,65,85,111,70,24,101,635097
US,202405,Missing,11 to 14,2,0,0,0,0,0,0,0,520
US,202407,Female,Missing,283,84,3,6,5,5,0,2,32485
US,202403,Female,Missing,193,58,1,9,5,3,0,1,22151
US,202501,Male,15 to 24,3678,505,17,138,180,75,40,80,487843
US,202407,Male,35 to 44,7559,2862,313,525,642,273,282,107,643489
US,202412,Total,35 to 44,10336,3485,341,621,718,323,289,216,1407440
US,202412,Female,25 to 34,3923,1007,81,230,179,81,66,85,940977
WY,202405,Male,55 to 64,0,0,0,0,0,0,0,0,687
NH,202411,Male,65+,10,2,0,0,0,0,0,0,5879
TX,202412,Total,0 to 10,425,5,0,1,12,0,0,4,192106
AZ,202410,Total,15 to 24,258,33,0,12,12,3,4,6,28126
HI,202412,Total,11 to 14,3,0,0,0,0,0,0,0,1609
MT,202410,Male,55 to 64,16,6,0,0,1,0,1,0,2189
PA,202409,Total,15 to 24,394,24,0,7,11,6,1,5,55097
TX,202409,Male,11 to 14,54,4,0,0,0,0,0,2,23084
MD,202409,Missing,0 to 10,0,0,0,0,0,0,0,0,3
AZ,202411,Female,0 to 10,46,1,0,0,1,0,0,0,10101
UT,202501,Total,65+,119,71,1,0,0,0,0,2,20294
IL,202410,Total,15 to 24,388,32,10,3,21,7,7,9,53631
AL,202412,Total,65+,133,31,1,3,7,4,2,2,46027
NJ,202412,Total,11 to 14,32,0,0,0,0,0,0,0,9681
NH,202411,Female,Total,79,11,3,1,2,0,0,1,23584
TX,202410,Total,Missing,21,3,0,0,1,0,1,0,873
MI,202411,Total,15 to 24,242,19,3,1,8,2,3,4,42094
MO,202410,Total,Total,675,38,3,15,13,1,10,5,221304
VT,202409,Total,Missing,1,0,0,0,0,0,0,0,16
KS,202409,Missing,Missing,1,1,0,0,0,0,0,0,31
NJ,202409,Female,11 to 14,32,0,0,0,0,0,0,0,4985
SC,202409,Missing,45 to 54,0,0,0,0,0,0,0,0,4
WY,202410,Total,Missing,0,0,0,0,0,0,0,0,35
MS,202411,Missing,Total,3,0,0,0,0,0,0,1,25
HI,202410,Missing,25 to 34,0,0,0,0,0,0,0,0,null
IN,202501,Missing,65+,0,0,0,0,0,0,0,0,9
ME,202412,Total,0 to 10,18,0,0,0,0,0,0,0,4633
KY,202411,Male,65+,81,32,0,0,2,1,1,2,19636
TX,202404,Missing,35 to 44,0,0,0,0,0,0,0,0,21
TN,202412,Total,45 to 54,215,88,8,13,14,6,7,5,33701
MI,202410,Male,11 to 14,16,1,0,0,0,0,0,0,6590
WI,202410,Missing,45 to 54,0,0,0,0,0,0,0,0,3
DC,202409,Male,0 to 10,7,0,0,0,0,0,0,0,3331
OR,202412,Male,55 to 64,56,24,1,6,3,0,3,1,9271
PA,202412,Male,Missing,124,78,1,2,3,2,1,0,935
MD,202409,Missing,15 to 24,0,0,0,0,0,0,0,0,12
MO,202409,Total,55 to 64,57,5,0,1,3,0,3,1,25244
TX,202410,Missing,25 to 34,0,0,0,0,0,0,0,0,54
WV,202409,Male,35 to 44,50,18,3,2,3,1,0,1,4871
WA,202411,Total,Missing,22,16,0,1,1,1,0,0,112
IN,202412,Missing,55 to 64,0,0,0,0,0,0,0,0,3
ID,202411,Male,55 to 64,7,2,0,0,0,0,0,0,2628
MA,202412,Total,0 to 10,95,0,0,0,4,0,0,3,32057
FL,202407,Female,0 to 10,150,4,0,1,3,0,0,2,50976
WA,202406,Total,11 to 14,63,3,0,1,1,0,0,0,6581
GA,202407,Missing,65+,15,3,0,1,0,0,0,0,452
TN,202408,Female,15 to 24,151,23,1,9,5,3,4,0,23401
HI,202407,Total,Total,154,35,0,1,8,1,5,1,47107
NE,202402,Missing,65+,0,0,0,0,0,0,0,0,6
AZ,202408,Total,Total,1677,566,5,181,90,26,44,42,252085
MN,202408,Male,65+,54,11,0,1,1,0,1,1,21239
SD,202406,Male,Missing,0,0,0,0,0,0,0,0,1
AZ,202407,Female,15 to 24,131,19,0,5,2,0,0,0,16515
CT,202408,Female,Total,394,111,9,12,26,21,2,20,100973
MA,202408,Missing,45 to 54,1,0,0,0,0,0,0,0,4
CT,202408,Total,35 to 44,226,93,6,15,20,16,2,7,25001
HI,202407,Female,35 to 44,14,3,0,0,0,0,0,0,2944
KY,202408,Missing,65+,0,0,0,0,0,0,0,0,2
HI,202408,Female,25 to 34,11,3,0,0,1,1,0,0,3280
NY,202408,Female,45 to 54,244,54,9,0,4,4,0,6,42409
NE,202407,Male,45 to 54,15,2,0,1,3,1,2,0,3030
WA,202406,Male,35 to 44,310,197,1,76,19,7,11,4,15334
PA,202408,Total,25 to 34,617,173,28,11,29,17,8,6,61590
VA,202408,Total,Missing,3,1,0,0,0,0,0,0,53
NM,202406,Total,15 to 24,73,13,0,5,3,3,0,1,11052
NE,202402,Male,35 to 44,17,3,0,1,2,1,1,0,2901
NM,202407,Total,0 to 10,38,5,0,0,1,0,0,0,8216
SD,202401,Missing,25 to 34,0,0,0,0,0,0,0,0,1
WA,202408,Female,15 to 24,156,19,0,7,2,1,0,2,16547
ID,202407,Male,15 to 24,19,1,0,0,0,0,0,0,2927
SD,202403,Total,0 to 10,9,0,0,0,0,0,0,0,2640
NC,202407,Male,15 to 24,176,37,1,10,10,4,2,1,18432
FL,202407,Male,15 to 24,274,46,1,17,25,14,6,7,41947
CT,202408,Total,11 to 14,12,0,0,0,0,0,0,0,4306
WV,202405,Missing,55 to 64,0,0,0,0,0,0,0,0,null
RI,202404,Total,0 to 10,13,1,0,1,0,0,0,0,4738
AK,202404,Male,65+,6,2,0,1,0,0,0,0,2766
MD,202405,Total,Total,1643,500,57,36,39,26,3,19,191166
FL,202402,Missing,Total,7,3,0,0,0,0,0,0,866
FL,202403,Total,65+,1011,347,3,13,27,19,3,50,303188
OH,202404,Male,45 to 54,165,41,1,7,9,6,3,2,21617
AK,202405,Missing,45 to 54,0,0,0,0,0,0,0,0,1
AL,202404,Female,15 to 24,120,13,1,0,2,0,0,0,14638
TN,202405,Total,25 to 34,460,181,21,49,48,22,21,11,38853
NM,202404,Female,Missing,1,0,0,0,0,0,0,0,30
IN,202403,Total,11 to 14,50,2,0,0,2,0,0,0,9388
MS,202405,Female,11 to 14,10,0,0,0,0,0,0,0,1352
LA,202403,Total,Missing,1,0,0,0,0,0,0,0,293
HI,202404,Missing,Total,0,0,0,0,0,0,0,0,15
MS,202405,Female,0 to 10,24,0,0,0,2,0,0,0,6036
ME,202405,Missing,Missing,0,0,0,0,0,0,0,0,5
VT,202404,Female,Missing,0,0,0,0,0,0,0,0,4
KY,202405,Total,Total,1357,510,67,61,80,19,41,22,194249
DE,202402,Female,15 to 24,16,0,0,0,0,0,0,0,3333
WA,202405,Total,11 to 14,95,7,1,2,5,0,2,0,8359
KY,202404,Missing,11 to 14,0,0,0,0,0,0,0,0,1
NY,202401,Total,45 to 54,807,183,17,9,31,24,0,8,83618
MD,202404,Female,35 to 44,121,42,5,1,5,4,0,1,13859
WA,202404,Male,55 to 64,136,90,0,23,9,2,6,0,14393
NM,202402,Missing,Total,0,0,0,0,0,0,0,0,15
IN,202404,Total,0 to 10,85,1,0,0,1,0,1,1,32291
MA,202404,Male,11 to 14,11,0,0,0,0,0,0,0,3304
MO,202403,Male,15 to 24,53,4,0,2,4,0,4,1,10252
CT,202405,Total,55 to 64,174,65,7,3,13,13,0,4,23197
KY,202502,Total,0 to 10,44,1,0,0,0,0,0,2,21610
NE,202501,Total,Total,215,25,1,2,5,2,2,7,55541
TN,202502,Female,65+,109,35,0,1,1,1,0,2,36796
AL,202502,Male,11 to 14,9,1,0,0,0,0,0,0,2820
NE,202502,Female,65+,7,0,0,0,0,0,0,0,5926
CO,202501,Female,45 to 54,61,20,0,4,5,1,3,1,10770
TN,202501,Male,25 to 34,183,83,14,19,14,4,7,1,14606
KS,202502,Missing,Missing,0,0,0,0,0,0,0,0,11
MI,202502,Male,Total,797,230,35,24,76,48,15,17,166305
NE,202502,Male,0 to 10,5,0,0,0,0,0,0,1,2363
AL,202502,Missing,55 to 64,0,0,0,0,0,0,0,0,1
MT,202501,Male,45 to 54,8,2,0,0,1,0,1,0,1896
IL,202502,Male,15 to 24,156,17,2,3,10,4,2,3,17578
MN,202501,Missing,45 to 54,0,0,0,0,0,0,0,0,4
WI,202501,Total,Missing,2,1,0,0,0,0,0,0,155
AK,202501,Total,11 to 14,12,0,0,0,0,0,0,0,889
UT,202502,Female,Total,422,87,2,6,13,1,5,18,45505
CT,202403,Missing,25 to 34,0,0,0,0,0,0,0,0,14
CO,202401,Female,11 to 14,40,0,0,0,1,0,0,1,2998
NJ,202401,Total,0 to 10,91,4,0,0,3,0,1,0,39406
MA,202403,Total,11 to 14,45,0,0,0,1,0,0,0,6764
CO,202402,Female,65+,54,13,0,1,1,0,0,4,20227
VT,202403,Female,Missing,0,0,0,0,0,0,0,0,6
WV,202401,Female,Missing,0,0,0,0,0,0,0,0,7
PA,202402,Total,45 to 54,342,103,15,6,18,11,3,3,48295
KY,202401,Male,0 to 10,26,0,0,0,0,0,0,0,11659
MN,202401,Total,65+,52,21,0,1,0,0,0,1,29242
UT,202401,Male,0 to 10,30,1,0,0,1,0,0,0,6405
TN,202402,Male,11 to 14,25,0,0,0,1,0,0,0,4234
AR,202401,Male,15 to 24,29,1,0,0,2,0,0,1,3665
AK,202402,Female,45 to 54,9,4,0,2,2,0,0,0,1642
AR,202401,Female,15 to 24,32,3,0,0,4,0,1,0,6601
NC,202403,Missing,Missing,13,8,0,3,1,1,0,0,102
MD,202403,Total,55 to 64,265,131,15,5,5,5,0,4,25074
NC,202401,Female,35 to 44,184,64,6,5,8,5,2,6,30918
SC,202401,Female,Total,351,63,3,9,12,8,3,13,98630
DC,202401,Missing,25 to 34,0,0,0,0,0,0,0,0,2
CT,202401,Male,45 to 54,105,41,4,5,8,7,1,2,9222
MN,202402,Male,55 to 64,30,8,0,0,3,1,2,0,5746
UT,202403,Female,45 to 54,46,13,0,3,1,0,1,5,5346
ME,202402,Missing,35 to 44,14,5,1,0,1,1,0,0,1236
AZ,202403,Female,0 to 10,39,2,0,1,0,0,0,0,10048
GA,202405,Missing,0 to 10,0,0,0,0,0,0,0,0,16
LA,202502,Male,65+,34,7,1,0,3,3,0,0,19292
MT,202402,Female,65+,15,6,0,1,0,0,0,0,4861
WY,202406,Female,45 to 54,0,0,0,0,0,0,0,0,590
FL,202411,Female,11 to 14,93,0,0,0,1,0,0,0,15427
CT,202409,Female,65+,60,14,1,0,0,0,0,2,25079
ID,202409,Male,Missing,0,0,0,0,0,0,0,0,44
PA,202410,Total,25 to 34,632,190,25,19,20,8,8,10,63053
DC,202411,Male,45 to 54,28,10,0,0,1,1,0,0,1607
MT,202409,Total,55 to 64,24,6,0,1,2,1,1,2,4324
OH,202412,Male,65+,83,16,1,3,4,3,1,2,53866
WY,202410,Total,65+,17,2,0,0,0,0,0,3,5387
IN,202411,Missing,0 to 10,0,0,0,0,0,0,0,0,6
LA,202411,Missing,Total,13,1,0,0,0,0,0,0,170
MS,202411,Male,11 to 14,4,0,0,0,0,0,0,0,1470
VT,202411,Male,0 to 10,5,0,0,0,0,0,0,0,1180
TN,202412,Total,0 to 10,142,9,0,2,9,1,0,0,47006
AZ,202412,Female,Missing,1,0,0,0,0,0,0,0,38
WY,202409,Missing,35 to 44,0,0,0,0,0,0,0,0,1
ID,202411,Missing,Total,0,0,0,0,0,0,0,0,22
HI,202412,Missing,45 to 54,0,0,0,0,0,0,0,0,null
NY,202409,Missing,35 to 44,2,1,0,0,0,0,0,0,32
KY,202410,Missing,Missing,0,0,0,0,0,0,0,0,null
NM,202411,Missing,35 to 44,0,0,0,0,0,0,0,0,5
NY,202412,Total,15 to 24,499,39,4,6,18,4,2,4,80248
CO,202409,Female,0 to 10,35,0,0,0,0,0,0,0,9057
AL,202409,Female,11 to 14,39,0,0,0,0,0,0,0,2859
MS,202409,Female,35 to 44,36,4,0,0,5,2,3,2,8474
MO,202410,Female,11 to 14,31,0,0,0,0,0,0,0,4198
MO,202411,Female,65+,26,3,0,0,0,0,0,2,26417
SC,202412,Male,Missing,0,0,0,0,0,0,0,0,16
MD,202410,Total,45 to 54,161,54,3,3,5,4,0,4,21808
MT,202410,Total,15 to 24,61,9,0,3,2,0,1,1,4477
OR,202409,Female,25 to 34,87,29,0,12,8,4,1,2,10723
NM,202410,Total,11 to 14,16,0,0,0,1,0,0,0,2823
MN,202411,Male,0 to 10,21,0,0,0,0,0,0,0,8085
HI,202411,Missing,Total,0,0,0,0,0,0,0,0,17
KS,202409,Female,Missing,1,1,0,0,0,0,0,0,18
AZ,202410,Male,45 to 54,81,40,1,14,5,0,5,2,13015
KS,202412,Total,Total,605,99,0,32,49,14,30,14,115062
SD,202409,Female,0 to 10,9,0,0,0,0,0,0,0,1088
PA,202501,Female,45 to 54,150,50,6,1,9,7,1,6,28532
RI,202406,Missing,Missing,0,0,0,0,0,0,0,0,6
MT,202406,Total,65+,43,13,0,0,0,0,0,1,11796
NV,202402,Total,65+,98,51,1,3,0,0,0,1,26371
SD,202401,Missing,Missing,0,0,0,0,0,0,0,0,null
IL,202408,Male,55 to 64,461,320,172,4,16,12,4,3,28355
AZ,202408,Missing,65+,1,0,0,0,0,0,0,0,54
AZ,202406,Male,Missing,2,1,0,0,0,0,0,0,60
CO,202407,Missing,Total,0,0,0,0,0,0,0,0,51
AL,202407,Missing,15 to 24,0,0,0,0,0,0,0,0,5
VA,202407,Female,45 to 54,93,20,1,1,3,2,1,2,21479
MS,202408,Male,25 to 34,51,8,2,2,10,2,5,1,6286
TN,202407,Missing,Total,1,0,0,0,0,0,0,1,82
GA,202406,Male,35 to 44,209,56,4,11,21,4,17,1,19374
MA,202406,Female,15 to 24,92,11,0,2,2,0,1,3,15209
OR,202406,Female,11 to 14,31,2,0,0,0,0,0,0,1713
HI,202407,Total,15 to 24,28,1,0,0,1,0,1,0,4739
SC,202408,Total,25 to 34,165,53,6,9,12,4,4,0,24861
FL,202408,Male,35 to 44,674,252,13,74,63,35,18,10,56390
MD,202408,Total,0 to 10,61,1,0,0,1,0,0,0,14774
WI,202407,Female,11 to 14,26,0,0,0,0,0,0,0,2782
IN,202408,Male,Total,804,236,35,19,42,8,27,14,133799
DC,202406,Missing,Total,1,0,0,0,0,0,0,0,10
NM,202407,Male,45 to 54,33,11,0,5,5,2,1,3,4977
AL,202407,Female,25 to 34,102,28,3,12,7,2,5,2,16838
KY,202403,Male,65+,78,33,0,0,5,4,1,0,18960
MO,202403,Female,55 to 64,34,1,0,0,2,1,1,0,13022
OR,202404,Missing,11 to 14,0,0,0,0,0,0,0,0,null
IN,202402,Missing,55 to 64,0,0,0,0,0,0,0,0,3
NV,202404,Female,65+,71,41,0,6,1,0,1,1,15184
NV,202404,Missing,35 to 44,2,0,0,0,0,0,0,0,6
WA,202405,Total,15 to 24,395,115,0,51,16,6,6,5,28670
IN,202402,Female,65+,62,4,0,0,1,1,0,1,28776
OR,202405,Male,0 to 10,30,0,0,0,0,0,0,0,9207
FL,202403,Total,15 to 24,821,118,3,24,40,10,11,12,117276
LA,202403,Male,65+,49,11,0,0,2,2,0,1,19639
NJ,202403,Male,55 to 64,198,93,18,4,2,2,0,3,18824
NY,202401,Male,25 to 34,682,168,21,7,38,27,5,10,49027
PA,202405,Total,45 to 54,422,156,22,9,19,12,5,5,52116
VA,202404,Total,0 to 10,119,6,0,0,1,0,0,2,35928
FL,202403,Male,35 to 44,782,322,13,84,81,40,26,19,56346
RI,202405,Female,25 to 34,24,7,0,4,2,2,0,0,3933
IN,202402,Total,45 to 54,186,46,6,4,11,4,7,2,32390
AZ,202404,Female,25 to 34,119,46,1,22,8,2,4,4,21070
CO,202405,Male,Total,587,235,0,42,35,16,12,6,86199
NJ,202403,Female,45 to 54,79,19,3,1,1,1,0,1,18073
NV,202401,Male,25 to 34,160,78,4,32,22,5,13,5,8012
NC,202404,Total,65+,351,114,1,4,10,7,1,8,101584
NV,202401,Missing,0 to 10,0,0,0,0,0,0,0,0,1
DE,202403,Total,45 to 54,39,17,1,1,2,1,0,0,4464
MO,202404,Missing,55 to 64,2,0,0,0,0,0,0,0,2488
DC,202405,Total,Missing,4,1,0,1,1,1,0,0,99
MS,202403,Total,Missing,98,27,0,5,4,1,1,3,26112
NH,202405,Missing,0 to 10,0,0,0,0,0,0,0,0,null
AR,202404,Male,35 to 44,27,3,0,0,4,0,4,0,4662
OH,202405,Total,25 to 34,475,122,15,19,21,10,9,5,61802
MS,202405,Total,45 to 54,61,10,1,1,4,1,3,5,12142
IL,202403,Male,Total,1797,833,361,32,127,84,31,35,201541
OH,202405,Male,Missing,17,3,0,0,1,1,0,0,508
TX,202501,Male,0 to 10,221,6,0,0,7,0,1,0,90754
MI,202501,Female,35 to 44,138,43,9,1,9,6,2,4,27545
WI,202501,Male,35 to 44,78,18,4,0,4,1,2,0,13824
VT,202501,Male,15 to 24,13,0,0,0,0,0,0,0,1467
MA,202502,Female,65+,118,25,0,0,0,0,0,3,37838
IL,202502,Male,65+,202,98,41,1,7,6,0,2,47533
MN,202501,Male,45 to 54,47,10,0,0,0,0,0,0,8587
AK,202501,Female,45 to 54,19,5,0,1,2,0,1,0,1855
AL,202501,Female,0 to 10,44,0,0,0,0,0,0,0,10877
AR,202502,Female,55 to 64,11,4,0,0,0,0,0,0,3157
ID,202502,Missing,11 to 14,0,0,0,0,0,0,0,0,null
NJ,202502,Male,45 to 54,145,55,7,2,3,2,0,4,15590
